,symbol,date,average_iv,std_iv,coeff_of_var,bench_mark_iv,avg_full_move,avg_short_move,avg_long_move,highest_iv,lowest_iv,avg_normal_iv,higest_normal_iv,lowest_normal_iv,stddev_normal_iv,highest_normal_fut_close,lowest_normal_fut_close,avg_normal_fut_close,full_move,long_move,fut_close
198,SONACOMS,2025-02-27,36.97304741072699,2.884471049691285,12.817964463427044,38.29198387096773,1.5,13.125,2.375,50.292,26.028,37.00535962601374,42.741,31.21,2.045186976865714,700.55,477.0,625.6898390726986,10.180629290747024,7.126440503522916,506.2774193548387
199,SRF,2025-02-27,26.00812007114585,3.1762743807692266,8.188247283865707,27.887483870967735,0.875,12.0,2.5,41.3035,15.664,25.658454068241472,32.3605,19.662,2.6020603284575907,2989.9,2144.25,2439.0150315102405,40.26512342275041,28.185586395925288,2745.904838709677
200,SUNPHARMA,2025-02-27,17.31710823438048,3.4072994921514423,5.082355770095832,19.459129032258062,1.0,11.375,2.0,32.1145,7.2225,17.330282787100845,24.12,10.503,2.9826826050326845,1972.95,1691.2,1826.0801834346162,17.454326659592528,12.218028661714769,1706.2064516129037
201,SUNTV,2025-02-27,29.02174341206818,3.7336945104058827,7.772929287916831,27.57638709677419,1.375,13.25,1.75,47.072,20.852,28.640727126805782,36.480500000000006,21.564,3.217567990994191,856.95,576.55,723.9764967364393,8.4296661188455,5.9007662831918495,581.298387096774
202,SUPREMEIND,2025-02-27,32.90348206240813,4.749311122096657,6.92805360956904,35.71427419354839,1.75,15.375,2.625,53.143,26.644,32.447016459283,42.401,26.644,4.214281783481655,5177.1,3490.0,4471.196486370901,68.67760942487268,48.074326597410874,3662.2983870967737
203,SYNGENE,2025-02-27,28.473787313993686,2.896382209632157,9.830811423748484,31.409919354838706,0.875,11.625,1.75,44.217,19.699,28.213875288774545,34.264,22.692,2.344539081449646,963.45,683.2,858.2961624164398,11.610924662563667,8.127647263794566,702.932258064516
204,TATACHEM,2025-02-27,29.596211167872134,3.959613435523628,7.4745203413924335,27.797274193548386,1.25,13.25,2.625,42.702,9.901,29.328753719163057,37.515,21.681,3.2277636425302068,1212.0,835.5,1051.758172406032,12.552663820033956,8.786864674023768,859.4322580645163
205,TATACOMM,2025-02-27,27.472841161881863,2.737951004607893,10.034087942277221,29.917870967741933,1.375,15.0,2.875,37.594,18.72,27.32195520706535,32.944,22.0015,2.503401243438865,2186.1,1471.35,1805.176722934954,23.462696650254667,16.423887655178266,1493.8967741935485
206,TATACONSUM,2025-02-27,22.46604505486247,2.6240797403131046,8.561494801290538,22.319370967741936,0.625,11.625,1.75,40.69,13.4635,22.336132970713468,27.71,17.218,2.210227797956163,1241.05,891.05,1030.4369603871257,12.058333841256367,8.440833688879456,1026.7
207,TATAELXSI,2025-02-27,35.97965572390573,6.059752846547059,5.937479074646996,26.36408064516129,0.625,15.0,2.125,42.047,22.633,35.98408772533207,42.047,23.941000000000003,6.055875351304383,7506.1,5866.6,6665.777119063697,84.71889177843804,59.30322424490662,6110.5741935483875
208,TATAMOTORS,2025-02-27,27.90035526806353,3.756465536821126,7.427289028631405,28.835241935483868,0.75,11.0,1.5,44.5675,20.651,27.231448416684287,35.406000000000006,20.651,2.7188398172337926,1095.3,669.8,834.2285550303848,10.365510653650254,7.2558574575551775,682.8903225806451
209,TATAPOWER,2025-02-27,28.190300781447576,2.8656628895586524,9.837270421500707,30.889887096774196,1.375,17.375,3.25,39.996500000000005,20.14,27.823840495070723,33.9215,22.4635,2.266646460278924,498.15,326.05,414.20018906144503,5.5235995479626485,3.866519683573854,340.38709677419354
210,TATASTEEL,2025-02-27,26.488394589018963,2.4498205080673,10.812381765028187,28.170790322580643,1.5,15.125,2.125,35.449000000000005,18.6935,26.223007930889835,31.388,21.589,2.055604542562419,171.57,122.91,145.32991559756923,1.9912300738539899,1.3938610516977927,134.46612903225807
211,TCS,2025-02-27,19.54822824289794,2.0242802732960246,9.656878299302218,19.644483870967743,0.625,9.125,1.375,27.2775,15.107,19.49080034156187,23.5965,15.5,1.8862957413376706,4602.8,3873.7,4213.154169480081,40.054585652801364,28.03820995696095,3880.916129032258
212,TECHM,2025-02-27,24.792852174020947,2.503938375410801,9.90154247304644,24.35585483870968,0.75,11.0,1.375,33.047,18.3255,24.706180712512037,29.8005,19.787,2.4000246023674943,1805.05,1576.8,1683.9205458023857,21.774775169354843,15.242342618548388,1701.3693548387098
213,TIINDIA,2025-02-27,41.175511914445664,4.5906562020897015,8.969417464915422,41.18383870967742,1.0,12.5,1.75,50.470000000000006,25.519,41.76165619732838,49.393,31.998,3.869346676170176,3834.3,2718.1,3541.625293224299,56.48038343463497,39.53626840424448,2613.067741935484
214,TITAN,2025-02-27,22.33286889379532,2.240274703804149,9.96880822511297,22.202903225806452,0.625,12.375,2.5,31.775,14.488499999999998,21.961360261007904,26.813,17.858999999999998,1.6092988982358594,3897.0,3126.15,3446.938782354265,37.593020882852294,26.315114617996603,3220.8758064516123
215,TORNTPHARM,2025-02-27,26.509133398466858,2.915730221984707,9.091764799976032,24.044338709677415,0.875,13.125,2.125,36.582,16.444,26.14688513067146,32.34,20.6785,2.262185782863468,3595.0,2975.25,3327.7565867656995,38.564588307300504,26.995211815110352,3046.5290322580645
216,TORNTPOWER,2025-02-27,27.04020816785492,5.272288950955131,5.128741694431657,42.92432258064516,0.875,11.125,1.125,55.629,25.403,25.430002753953893,37.573,25.403,0.5567522893514056,1392.5,519.7,599.0752601898124,27.96293698641766,19.57405589049236,1239.15
217,TRENT,2025-02-27,35.48999153222771,5.0063095950530005,7.089052496333277,34.24635483870968,0.5,12.25,2.375,55.845,23.776,34.254076881823934,45.4965,25.533,3.1119290307057,8350.55,4943.0,6836.352122439792,89.92461926740238,62.94723348718166,5001.485483870967
218,TVSMOTOR,2025-02-27,27.009240555639057,3.045675734815302,8.86806177259608,27.882209677419354,1.375,15.0,2.5,46.8005,10.8355,26.801866781555173,33.1005,20.9185,2.728286247151715,2974.45,2181.4,2555.038197164078,34.51303938412563,24.159127568887943,2354.5161290322576
219,UBL,2025-02-27,26.146390948718594,3.988210040655946,6.555921248425086,26.815467741935482,1.75,15.875,3.125,43.723,17.889,25.5612153458821,34.1165,18.209,3.0876513888238524,2280.0,1808.0,2025.0966354507505,28.569763868421052,19.998834707894737,2025.2338709677422
220,ULTRACEMCO,2025-02-27,21.951577558995943,2.263278988369371,9.699015310000046,25.052306451612903,1.25,11.625,2.375,35.782000000000004,14.142500000000002,21.658323897623212,26.4775,17.4325,1.8708893092066718,12230.9,10506.1,11411.692434166105,149.39811098174872,104.5786776872241,11352.52258064516
221,UNIONBANK,2025-02-27,30.482214610897714,3.4542692830733785,8.824504435791026,32.65283870967742,1.125,15.125,3.375,55.211,22.299,30.07001264816241,37.39,24.689,2.947191492502003,131.3,101.23,119.94465697308003,1.8663675178268249,1.3064572624787774,108.59612903225805
222,UNITDSPR,2025-02-27,23.937281113783254,2.8975126576817942,8.2613206366231,25.459999999999997,0.75,11.625,1.5,37.963,14.545,23.67326580653527,29.732,18.148,2.4641032438369983,1701.2,1328.0,1509.873989421562,17.852819999999998,12.496973999999998,1334.458064516129
223,UPL,2025-02-27,26.963949258479886,2.566563188227618,10.50585833310431,28.297935483870965,1.625,13.5,2.375,41.401,18.178,26.83829251025366,32.096999999999994,21.831,2.3035979715170933,651.05,495.55,569.1044699527347,9.38597839049236,6.570184873344652,630.5209677419357
224,VBL,2025-02-27,36.70338714610898,4.708763623431433,7.7946973093888285,37.55862903225807,1.125,12.0,2.75,51.943,22.863,37.16718129124309,46.119,27.291,3.8230679689230667,667.55,492.95,607.8388452167517,9.280934910865875,6.496654437606113,470.66129032258067
225,VEDL,2025-02-27,31.055135199960233,2.993663350182744,10.373623072235064,36.27051612903225,1.25,14.5,2.0,43.1055,21.824,30.81989636613581,37.042,25.069000000000003,2.5926629240000696,525.35,403.25,461.9024195363493,7.969014188455008,5.578309931918505,417.95322580645166
226,VOLTAS,2025-02-27,28.307994839420818,4.3832735363961035,6.458185783836673,35.64567741935484,1.125,14.25,2.25,53.496,19.9055,27.82584416499257,37.0725,19.9055,3.719087213580097,1929.35,1161.1,1689.5422721134366,22.990523891341258,16.09336672393888,1230.162903225806
227,WIPRO,2025-02-27,26.911217633648977,3.030252297042375,8.880850502090272,25.80077419354839,0.75,10.875,1.875,37.241,19.1115,26.59674791351521,32.9715,20.8715,2.5946334752682167,598.25,279.7,434.2231408957911,4.232005935483871,2.9624041548387092,312.1241935483871
228,YESBANK,2025-02-27,44.332141363102245,8.102191080662827,5.471623777043223,41.60899999999998,0.875,7.0,1.375,347.038,23.366,44.385908644307996,58.831,28.131,7.473063366879427,22.11,17.12,19.966815214944855,0.3825838052631577,0.26780866368421036,17.471290322580643
229,ZOMATO,2025-02-27,44.619425131597666,5.024510675943547,8.880352338632187,35.68758064516129,1.375,15.5,2.625,53.8995,31.295,44.981830934195074,53.8995,34.5705,4.676186892561609,305.4,206.5,270.30911118613545,4.191600261460102,2.934120183022071,223.30903225806452
230,ZYDUSLIFE,2025-02-27,25.79130543472763,3.3630246165378472,7.669080180947101,26.502854838709677,1.5,13.0,2.125,38.293,18.239,25.27987956086968,32.517,19.066,2.6171428388701448,1142.45,894.0,1007.0463706954761,12.748570620967742,8.92399943467742,915.1903225806451
